979344,+3.311154E+01
979354,+1.649615E+01
979364,+2.730769E-01
979374,-1.315000E+01
979384,-2.460000E+01
979394,-3.401923E+01
979404,-3.831923E+01
979414,-3.925769E+01
979424,-3.909615E+01
979434,-3.883846E+01
979444,-3.772692E+01
979454,-3.669615E+01
979464,-3.582692E+01
979474,-3.520385E+01
979484,-3.484231E+01
979494,-3.378846E+01
979504,-3.240769E+01
979514,-3.213462E+01
979524,-3.257692E+01
979534,-3.274231E+01
979544,-3.278846E+01
979554,-3.197308E+01
979564,-3.083846E+01
979574,-3.010000E+01
979584,-2.946923E+01
979594,-2.893462E+01
979604,-2.872692E+01
979614,-2.893077E+01
979624,-2.772692E+01
979634,-2.558077E+01
979644,-2.311538E+01
979654,-2.162308E+01
979664,-2.104231E+01
979674,-2.028846E+01
979684,-1.904615E+01
979694,-1.867692E+01
979704,-1.789231E+01
979714,-1.614615E+01
979724,-1.413077E+01
979734,-1.090000E+01
979744,-7.761538E+00
979754,-4.280769E+00
979764,-1.192308E-01
979774,+4.019231E+00
979784,+7.250000E+00
979794,+1.006154E+01
979804,+1.054615E+01
979814,+9.280769E+00
979824,+6.780769E+00
979834,+2.700000E+00
979844,-9.961538E-01
979854,-5.492308E+00
979864,-1.060769E+01
979874,-1.536154E+01
979884,-2.103846E+01
979894,-2.598846E+01
979904,-2.007308E+01
979914,+1.280769E+01
979924,+3.740385E+01
979934,+4.243462E+01
979944,+3.291923E+01
979954,+2.906923E+01
979964,+2.900000E+01
979974,+2.960769E+01
979984,+3.281538E+01
979994,+3.618462E+01
980004,+3.070000E+01
980014,-2.000000E-01
980024,-2.161154E+01
980034,-2.303462E+01
980044,-9.884615E+00
980054,-1.488462E+00
980064,+3.130769E+00
980074,+6.757692E+00
980084,+1.071538E+01
980094,+1.740769E+01
980104,+2.442308E+01
980114,+3.153462E+01
980124,+4.000769E+01
980134,+4.816538E+01
980144,+5.644231E+01
980154,+6.598077E+01
980164,+7.801538E+01
980174,+9.006154E+01
980184,+1.003385E+02
980194,+1.037077E+02
980204,+1.037577E+02
980214,+1.000654E+02
980224,+9.147308E+01
980234,+7.972308E+01
980244,+6.622308E+01
980254,+5.006538E+01
980264,+3.081923E+01
980274,+1.219231E+01
980284,-5.661538E+00
980294,-1.953462E+01
980304,-3.064615E+01
980314,-3.809615E+01
980324,-4.215000E+01
980334,-4.329231E+01
980344,-4.360769E+01
980354,-4.280000E+01
980364,-4.116538E+01
980374,-3.995000E+01
980384,-3.783846E+01
980394,-3.474231E+01
980404,-3.212692E+01
980414,-3.165385E+01
980424,-3.185385E+01
980434,-3.192308E+01
980444,-3.126154E+01
980454,-3.110769E+01
980464,-3.126154E+01
980474,-3.172308E+01
980484,-3.245769E+01
980494,-3.361538E+01
980504,-3.453077E+01
980514,-3.369231E+01
980524,-3.214231E+01
980534,-3.145000E+01
980544,-3.208077E+01
980554,-3.225000E+01
980564,-3.103077E+01
980574,-2.927692E+01
980584,-2.818462E+01
980594,-2.761923E+01
980604,-2.629615E+01
980614,-2.419231E+01
980624,-2.156154E+01
980634,-1.797692E+01
980644,-1.308846E+01
980654,-7.780769E+00
980664,-5.003846E+00
980674,-4.038462E+00
980684,-3.692308E+00
980694,-4.123077E+00
980704,-5.165385E+00
980714,-7.342308E+00
980724,-1.089615E+01
980734,-1.562692E+01
980744,-1.993077E+01
980754,-2.365000E+01
980764,-2.770385E+01
980774,-3.105000E+01
980784,-1.958077E+01
980794,+9.342308E+00
980804,+2.614231E+01
980814,+2.428077E+01
980824,+1.450769E+01
980834,+8.646154E+00
980844,+9.550000E+00
980854,+9.253846E+00
980864,+1.034615E+01
980874,+1.258077E+01
980884,+1.923077E+00
980894,-2.458462E+01
980904,-3.926154E+01
980914,-3.493462E+01
980924,-2.131154E+01
980934,-9.884615E+00
980944,-5.938462E+00
980954,-2.003846E+00
980964,+3.061538E+00
980974,+8.819231E+00
980984,+1.498077E+01
980994,+2.112308E+01
981004,+2.818077E+01
981014,+3.605385E+01
981024,+4.498846E+01
981034,+5.334615E+01
981044,+6.118846E+01
981054,+6.976154E+01
981064,+7.802692E+01
981074,+8.408462E+01
981084,+8.586154E+01
981094,+8.141538E+01
981104,+7.488077E+01
981114,+6.588846E+01
981124,+5.232692E+01
981134,+3.758846E+01
981144,+2.261154E+01
981154,+6.873077E+00
981164,-9.434615E+00
981174,-2.479615E+01
981184,-3.763846E+01
981194,-4.353462E+01
981204,-4.707308E+01
981214,-4.898846E+01
981224,-4.894231E+01
981234,-4.904615E+01
981244,-4.831923E+01
981254,-4.666923E+01
981264,-4.454615E+01
981274,-4.331538E+01
981284,-4.181538E+01
981294,-4.068846E+01
981304,-3.942308E+01
981314,-3.895769E+01
981324,-3.897308E+01
981334,-3.848462E+01
981344,-3.781538E+01
981354,-3.714615E+01
981364,-3.627308E+01
981374,-3.444231E+01
981384,-3.286923E+01
981394,-3.247692E+01
981404,-3.315769E+01
981414,-3.198077E+01
981424,-3.008462E+01
981434,-2.841154E+01
981444,-2.683846E+01
981454,-2.587692E+01
981464,-2.547308E+01
981474,-2.491538E+01
981484,-2.441538E+01
981494,-2.368077E+01
981504,-2.261923E+01
981514,-2.141154E+01
981524,-1.733462E+01
981534,-1.265000E+01
981544,-8.903846E+00
981554,-6.369231E+00
981564,-4.711538E+00
981574,-4.576923E+00
981584,-5.103846E+00
981594,-4.896154E+00
981604,-4.730769E+00
981614,-5.753846E+00
981624,-9.334615E+00
981634,-1.240385E+01
981644,-1.531538E+01
981654,-1.950000E+01
981664,-2.290385E+01
981674,-1.126923E+01
981684,+1.702692E+01
981694,+3.301154E+01
981704,+3.110000E+01
981714,+2.166923E+01
981724,+1.582308E+01
981734,+1.619231E+01
981744,+1.591538E+01
981754,+1.793077E+01
981764,+2.028077E+01
981774,+8.776923E+00
981784,-1.845000E+01
981794,-3.314615E+01
981804,-2.927692E+01
981814,-1.821154E+01
981824,-1.091538E+01
981834,-1.000769E+01
981844,-7.138462E+00
981854,-3.503846E+00
981864,+5.115385E-01
981874,+5.519231E+00
981884,+1.199615E+01
981894,+1.928077E+01
981904,+2.660000E+01
981914,+3.501538E+01
981924,+4.483846E+01
981934,+5.607308E+01
981944,+6.667692E+01
981954,+7.489231E+01
981964,+8.090769E+01
981974,+8.465385E+01
981984,+8.212692E+01
981994,+7.532308E+01
982004,+6.587308E+01
982014,+5.365769E+01
982024,+3.964231E+01
982034,+2.359231E+01
982044,+7.234615E+00
982054,-7.550000E+00
982064,-2.086154E+01
982074,-3.264231E+01
982084,-3.923846E+01
982094,-4.244231E+01
982104,-4.412692E+01
982114,-4.366154E+01
982124,-4.210000E+01
982134,-4.089615E+01
982144,-3.998077E+01
982154,-3.843846E+01
982164,-3.629231E+01
982174,-3.435000E+01
982184,-3.286923E+01
982194,-3.302692E+01
982204,-3.275000E+01
982214,-3.248462E+01
982224,-3.294615E+01
982234,-3.275769E+01
982244,-3.263846E+01
982254,-3.349615E+01
982264,-3.415769E+01
982274,-3.420000E+01
982284,-3.389615E+01
982294,-3.248077E+01
982304,-3.068462E+01
982314,-2.947308E+01
982324,-2.841154E+01
982334,-2.700000E+01
982344,-2.500769E+01
982354,-2.300769E+01
982364,-2.224615E+01
982374,-2.115385E+01
982384,-1.867692E+01
982394,-1.578462E+01
982404,-1.420000E+01
982414,-1.199231E+01
982424,-8.153846E+00
982434,-3.750000E+00
982444,+6.538462E-02
982454,+3.553846E+00
982464,+6.596154E+00
982474,+7.334615E+00
982484,+3.996154E+00
982494,-1.346154E-01
982504,-3.234615E+00
982514,-5.576923E+00
982524,-9.530769E+00
982534,-1.465769E+01
982544,-1.943077E+01
982554,-2.631154E+01
982564,-3.269231E+01
982574,-2.892308E+01
982584,-5.334615E+00
982594,+2.402692E+01
982604,+3.332308E+01
982614,+2.586538E+01
982624,+2.391538E+01
982634,+2.636538E+01
982644,+2.819231E+01
982654,+3.187692E+01
982664,+3.627308E+01
982674,+3.241154E+01
982684,+1.149615E+01
982694,-1.420769E+01
982704,-1.989615E+01
982714,-9.919231E+00
982724,-5.130769E+00
982734,-3.857692E+00
982744,-1.230769E+00
982754,+3.223077E+00
982764,+8.696154E+00
982774,+1.452692E+01
982784,+2.135385E+01
982794,+2.899231E+01
982804,+3.877692E+01
982814,+4.915000E+01
982824,+6.049231E+01
982834,+7.271154E+01
982844,+8.506154E+01
982854,+9.515385E+01
982864,+1.020423E+02
982874,+1.031692E+02
982884,+1.005462E+02
982894,+9.448462E+01
982904,+8.445769E+01
982914,+7.045385E+01
982924,+5.456538E+01
982934,+3.747692E+01
982944,+1.982308E+01
982954,+3.226923E+00
982964,-1.106538E+01
982974,-1.997692E+01
982984,-2.647692E+01
982994,-3.093462E+01
983004,-3.364615E+01
983014,-3.285000E+01
983024,-3.082308E+01
983034,-2.991923E+01
983044,-3.106538E+01
983054,-3.116538E+01
983064,-2.975769E+01
983074,-2.824615E+01
983084,-2.736154E+01
983094,-2.640769E+01
983104,-2.497692E+01
983114,-2.375385E+01
983124,-2.392308E+01
983134,-2.395385E+01
983144,-2.282692E+01
983154,-2.221923E+01
983164,-2.291154E+01
983174,-2.427308E+01
983184,-2.501154E+01
983194,-2.438846E+01
983204,-2.385385E+01
983214,-2.361538E+01
983224,-2.315385E+01
983234,-2.256538E+01
983244,-2.100000E+01
983254,-1.899615E+01
983264,-1.689231E+01
983274,-1.406923E+01
983284,-1.035385E+01
983294,-7.807692E+00
983304,-5.350000E+00
983314,-2.065385E+00
983324,+1.796154E+00
983334,+4.973077E+00
983344,+4.792308E+00
983354,+3.988462E+00
983364,+2.953846E+00
983374,+5.961538E-01
983384,-3.092308E+00
983394,-7.576923E+00
983404,-1.214615E+01
983414,-1.427308E+01
983424,-1.811923E+01
983434,-2.488462E+01
983444,-1.267692E+01
983454,+1.549231E+01
983464,+4.506154E+01
983474,+6.004231E+01
983484,+4.948077E+01
983494,+4.230385E+01
983504,+3.982308E+01
983514,+3.785000E+01
983524,+3.820000E+01
983534,+4.219231E+01
983544,+2.993462E+01
983554,+3.434615E+00
983564,-2.380769E+01
983574,-3.536538E+01
983584,-2.150385E+01
983594,-1.094231E+01
983604,-4.634615E+00
983614,-8.730769E-01
983624,+3.288462E+00
983634,+8.269231E+00
983644,+1.435385E+01
983654,+2.039231E+01
983664,+2.797692E+01
983674,+3.597692E+01
983684,+4.544231E+01
983694,+5.700769E+01
983704,+6.878077E+01
983714,+8.045769E+01
983724,+9.155000E+01
983734,+9.856538E+01
983744,+1.011462E+02
983754,+9.905769E+01
983764,+8.988846E+01
983774,+7.758846E+01
983784,+6.303077E+01
983794,+4.621923E+01
983804,+2.731154E+01
983814,+7.346154E+00
983824,-1.263462E+01
983834,-2.882308E+01
983844,-4.229231E+01
983854,-5.211538E+01
983864,-5.668077E+01
983874,-5.810385E+01
983884,-5.736538E+01
983894,-5.588077E+01
983904,-5.360000E+01
983914,-5.125385E+01
983924,-4.862692E+01
983934,-4.583462E+01
983944,-4.280385E+01
983954,-4.057692E+01
983964,-3.896154E+01
983974,-3.825000E+01
983984,-3.871154E+01
983994,-3.888077E+01
984004,-3.870769E+01
984014,-3.952308E+01
984024,-4.055000E+01
984034,-4.163846E+01
984044,-4.214231E+01
984054,-4.102308E+01
984064,-3.969615E+01
984074,-3.883462E+01
984084,-3.796538E+01
984094,-3.711538E+01
984104,-3.658462E+01
984114,-3.473462E+01
984124,-3.187692E+01
984134,-2.960000E+01
984144,-2.719231E+01
984154,-2.494615E+01
984164,-2.093846E+01
984174,-1.571154E+01
984184,-9.796154E+00
984194,-6.280769E+00
984204,-4.165385E+00
984214,-3.657692E+00
984224,-5.211538E+00
984234,-6.415385E+00
984244,-8.107692E+00
984254,-1.139615E+01
984264,-1.649231E+01
984274,-2.132692E+01
984284,-2.631538E+01
984294,-3.134615E+01
984304,-3.286538E+01
984314,-1.846923E+01
984324,+1.126154E+01
984334,+4.112692E+01
984344,+3.795000E+01
984354,+2.884231E+01
984364,+2.331154E+01
984374,+2.327308E+01
984384,+2.337692E+01
984394,+2.587308E+01
984404,+2.659615E+01
984414,+1.273846E+01
984424,-1.587692E+01
984434,-4.429231E+01
984444,-3.787692E+01
984454,-2.444231E+01
984464,-1.434231E+01
984474,-1.045769E+01
984484,-6.542308E+00
984494,-2.711538E+00
984504,+1.315385E+00
984514,+6.750000E+00
984524,+1.370385E+01
984534,+2.132308E+01
984544,+2.825000E+01
984554,+3.696538E+01
984564,+4.661154E+01
984574,+5.689615E+01
984584,+6.697308E+01
984594,+7.582308E+01
984604,+8.251538E+01
984614,+8.518846E+01
984624,+8.065769E+01
984634,+7.289231E+01
984644,+6.278462E+01
984654,+4.951538E+01
984664,+3.422308E+01
984674,+1.762692E+01
984684,+7.576923E-01
984694,-1.492692E+01
984704,-2.855769E+01
984714,-3.961154E+01
984724,-4.485385E+01
984734,-4.773077E+01
984744,-4.887308E+01
984754,-4.873846E+01
984764,-4.746154E+01
984774,-4.577308E+01
984784,-4.352308E+01
984794,-4.097692E+01
984804,-3.906538E+01
984814,-3.805769E+01
984824,-3.723077E+01
984834,-3.575385E+01
984844,-3.432692E+01
984854,-3.446538E+01
984864,-3.558077E+01
984874,-3.602308E+01
984884,-3.653462E+01
984894,-3.721538E+01
984904,-3.721923E+01
984914,-3.682308E+01
984924,-3.606923E+01
984934,-3.538462E+01
